FrameSync,DateTime (UTC+00:00),Temperature (Celsius),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC+00:00),Event Flags
HCEP03730292,11/9/2020 17:15,12.4707,8.67,8.03,1.383,0.901,0.05,0.04,30.7671,48079.5,98.58, 03 Nov 2020, 14:30:00,0
HCEP03730292,11/9/2020 17:30,12.5296,8.692,8.03,1.292,0.957,0.04,0.07,30.7637,48067,98.96, 09 Nov 2020, 17:30:00,0
HCEP03730292,11/9/2020 17:45,12.6595,8.719,8.04,1.46,0.879,0.06,0.07,30.766,48053.3,99.49, 09 Nov 2020, 17:45:00,0
HCEP03730292,11/9/2020 18:00,12.84,8.735,8.04,1.516,0.902,0.05,0.02,30.6925,47927.1,99.96, 09 Nov 2020, 18:00:00,0
HCEP03730292,11/9/2020 18:15,12.5111,8.81,8.04,1.483,0.855,0.07,0.02,30.8039,48126,100.3, 09 Nov 2020, 18:15:00,0
HCEP03730292,11/9/2020 18:30,12.6693,8.802,8.04,1.486,0.886,0.05,0.02,30.7592,48042.5,100.47, 09 Nov 2020, 18:30:00,0
HCEP03730292,11/9/2020 18:45,12.7257,8.82,8.04,1.637,0.827,0.05,0.03,30.7488,48020.7,100.78, 09 Nov 2020, 18:45:00,0
HCEP03730292,11/9/2020 19:00,12.7704,8.849,8.04,1.605,0.929,0.05,0.06,30.7453,48010,101.17, 09 Nov 2020, 19:00:00,0
HCEP03730292,11/9/2020 19:15,12.5367,8.843,8.04,1.74,0.92,0.07,0.06,30.8413,48175.1,100.73, 09 Nov 2020, 19:15:00,0
HCEP03730292,11/9/2020 19:30,12.7354,8.797,8.04,1.959,0.903,0.05,0.02,30.7539,48026.6,100.54, 09 Nov 2020, 19:30:00,0
HCEP03730292,11/9/2020 19:45,12.6628,8.839,8.04,2.18,0.947,0.05,0.02,30.8393,48156,100.93, 09 Nov 2020, 19:45:00,0
HCEP03730292,11/9/2020 20:00,12.7313,8.875,8.05,2.279,0.919,0.04,0.01,30.8012,48093.6,101.49, 09 Nov 2020, 20:00:00,0
HCEP03730292,11/9/2020 20:15,12.7447,8.875,8.05,2.565,0.923,0.07,0.02,30.8145,48110.7,101.53, 09 Nov 2020, 20:15:00,0
HCEP03730292,11/9/2020 20:30,12.7351,8.894,8.05,2.654,1.007,0.06,0.02,30.8381,48145.1,101.74, 09 Nov 2020, 20:30:00,0
HCEP03730292,11/9/2020 20:45,12.7269,8.906,8.05,2.776,0.968,0.06,0.02,30.8388,48147,101.86, 09 Nov 2020, 20:45:00,0
HCEP03730292,11/9/2020 21:00,12.6997,8.925,8.05,2.8,1.054,0.07,0.02,30.8495,48165.6,102.03, 09 Nov 2020, 21:00:00,0
HCEP03730292,11/9/2020 21:15,12.7073,8.887,8.05,2.983,1.06,0.05,0.04,30.8606,48180.2,101.62, 09 Nov 2020, 21:15:00,0
HCEP03730292,11/9/2020 21:30,12.7833,8.931,8.05,2.875,1.044,0.11,0.01,30.8092,48098.3,102.24, 09 Nov 2020, 21:30:00,0
HCEP03730292,11/9/2020 21:45,12.7802,8.941,8.05,2.96,1.034,0.08,0.05,30.7806,48058.5,102.33, 09 Nov 2020, 21:45:00,0
HCEP03730292,11/9/2020 22:00,12.814,8.94,8.05,2.859,0.972,0.15,0.02,30.75,48011.2,102.37, 03 Nov 2020, 15:00:00,0
HCEP03730292,11/9/2020 22:15,12.7937,8.93,8.05,2.918,0.923,0.05,0.03,30.6871,47925.3,102.18, 09 Nov 2020, 22:15:00,0
HCEP03730292,11/9/2020 22:30,12.7467,8.928,8.04,2.771,0.967,0.08,0.03,30.6231,47841.2,102.02, 09 Nov 2020, 22:30:00,0
HCEP03730292,11/9/2020 22:45,12.739,8.878,8.04,2.559,0.891,0.07,0.02,30.6579,47891.3,101.45, 09 Nov 2020, 22:45:00,0
HCEP03730292,11/9/2020 23:00,12.5421,9.035,8.04,1.891,0.68,0.05,0.01,30.058,47071.1,102.42, 09 Nov 2020, 23:00:00,0
HCEP03730292,11/9/2020 23:15,12.7274,8.975,8.04,2.239,0.792,0.08,0.13,30.3381,47442.6,102.3, 09 Nov 2020, 23:15:00,0
HCEP03730292,11/9/2020 23:30,12.7974,8.988,8.05,2.196,0.829,0.09,0.04,30.2943,47372.2,102.57, 09 Nov 2020, 23:30:00,0
HCEP03730292,11/9/2020 23:45,12.7624,9.016,8.05,2.281,0.733,0.05,0.03,30.3338,47432.1,102.86, 09 Nov 2020, 23:45:00,0
HCEP03730292,11/10/2020 0:00,12.5699,9.055,8.05,2.27,0.836,0.08,0.05,30.1727,47229.5,102.85, 10 Nov 2020, 00:00:00,0
HCEP03730292,11/10/2020 0:15,12.4271,9.16,8.05,2.237,0.568,0.05,0.01,30.006,47012.6,103.59, 10 Nov 2020, 00:15:00,0
HCEP03730292,11/10/2020 0:30,12.4154,9.112,8.05,2.196,0.609,0.08,0.02,30.0623,47093.5,103.09, 10 Nov 2020, 00:30:00,0
HCEP03730292,11/10/2020 0:45,12.3701,9.092,8.05,2.247,0.56,0.05,0.01,30.1566,47232.4,102.78, 10 Nov 2020, 00:45:00,0
HCEP03730292,11/10/2020 1:00,12.3232,9.075,8.04,2.432,0.756,0.09,0.06,30.19,47285.7,102.52, 10 Nov 2020, 01:00:00,0
HCEP03730292,11/10/2020 1:15,12.2222,9.103,8.04,2.238,0.482,0.09,0.02,29.9824,47005.9,102.47, 10 Nov 2020, 01:15:00,0
HCEP03730292,11/10/2020 1:30,12.331,9.085,8.04,2.293,0.654,0.11,0.02,29.8946,46867.6,102.45, 10 Nov 2020, 01:30:00,0
HCEP03730292,11/10/2020 1:45,12.3323,9.148,8.05,2.341,0.636,0.15,0.07,29.751,46664.4,103.07, 10 Nov 2020, 01:45:00,0
HCEP03730292,11/10/2020 2:00,12.3525,9.099,8.04,2.149,0.607,0.07,0.02,30.0703,47113,102.75, 10 Nov 2020, 02:00:00,0
HCEP03730292,11/10/2020 2:15,12.3187,9.116,8.04,2.062,0.519,0.07,0.01,29.8652,46827.6,102.74, 10 Nov 2020, 02:15:00,0
HCEP03730292,11/10/2020 2:30,12.3055,9.113,8.04,2.006,0.574,0.07,0.03,30.0138,47039.3,102.77, 10 Nov 2020, 02:30:00,0
HCEP03730292,11/10/2020 2:45,12.2808,9.053,8.04,2.163,0.567,0.12,0.06,30.1102,47178.6,102.11, 03 Nov 2020, 15:30:00,0
HCEP03730292,11/10/2020 3:00,12.2695,9.059,8.04,2.04,0.595,0.07,0.02,29.9752,46989.5,102.07, 10 Nov 2020, 03:00:00,0
HCEP03730292,11/10/2020 3:15,12.2649,9.082,8.04,2.159,0.564,0.08,0.03,29.9022,46886.9,102.26, 10 Nov 2020, 03:15:00,0
HCEP03730292,11/10/2020 3:30,12.3161,9.025,8.04,2.12,0.603,0.1,0.03,30.1548,47236.9,101.88, 10 Nov 2020, 03:30:00,0
HCEP03730292,11/10/2020 3:45,12.2364,9.04,8.04,1.962,0.512,0.11,0.05,29.8857,46867.4,101.72, 10 Nov 2020, 03:45:00,0
HCEP03730292,11/10/2020 4:00,12.2304,9.037,8.04,1.959,0.624,0.08,0.04,29.953,46963.2,101.71, 10 Nov 2020, 04:00:00,0
HCEP03730292,11/10/2020 4:15,12.2126,9.027,8.03,2.244,0.759,0.09,0.09,30.0087,47044.3,101.65, 10 Nov 2020, 04:15:00,0
HCEP03730292,11/10/2020 4:30,12.212,9,8.03,2.322,0.83,0.12,0.04,30.0526,47106.5,101.4, 10 Nov 2020, 04:30:00,0
HCEP03730292,11/10/2020 4:45,12.3006,8.977,8.04,2.257,0.731,0.1,0.06,30.1648,47253.2,101.34, 10 Nov 2020, 04:45:00,0
HCEP03730292,11/10/2020 5:00,11.9413,9.038,8.04,2.121,0.717,0.11,0.07,29.8686,46882.5,101.15, 03 Nov 2020, 15:45:00,0
HCEP03730292,11/10/2020 5:15,12.008,9.011,8.04,2.182,0.683,0.09,0.03,30.065,47151.2,101.07, 10 Nov 2020, 05:15:00,0
HCEP03730292,11/10/2020 5:30,11.9043,9.046,8.04,1.935,0.624,0.05,0.04,29.8922,46921,101.12, 10 Nov 2020, 05:30:00,0
HCEP03730292,11/10/2020 5:45,12.0274,9.046,8.04,2.053,0.582,0.07,0.03,29.9749,47021.2,101.43, 10 Nov 2020, 05:45:00,0
HCEP03730292,11/10/2020 6:00,11.8737,9.068,8.04,1.785,0.478,0.04,0.01,29.8352,46844.5,101.23, 10 Nov 2020, 06:00:00,0
HCEP03730292,11/10/2020 6:15,12.0207,9.065,8.04,2.107,0.627,0.05,0.1,29.9508,46988.1,101.57, 10 Nov 2020, 06:15:00,0
HCEP03730292,11/10/2020 6:30,11.9951,9.081,8.04,1.942,0.533,0.06,0.01,30.0232,47093.9,101.78, 10 Nov 2020, 06:30:00,0
HCEP03730292,11/10/2020 6:45,12.0165,9.053,8.05,2.12,0.518,0.08,0.04,29.9536,46992.6,101.43, 10 Nov 2020, 06:45:00,0
HCEP03730292,11/10/2020 7:00,11.9699,9.063,8.05,2.066,0.533,0.06,0.02,29.9111,46938.8,101.42, 10 Nov 2020, 07:00:00,0
HCEP03730292,11/10/2020 7:15,11.9478,9.053,8.05,2.296,0.494,0.08,0.02,29.8939,46917.4,101.26, 10 Nov 2020, 07:15:00,0
HCEP03730292,11/10/2020 7:30,11.9666,9.064,8.05,2.416,0.593,0.11,0.02,29.8931,46913.8,101.42, 10 Nov 2020, 07:30:00,0
HCEP03730292,11/10/2020 7:45,11.9668,9.037,8.05,2.128,0.502,0.07,0.02,29.8911,46910.9,101.15, 10 Nov 2020, 07:45:00,0
HCEP03730292,11/10/2020 8:00,11.9987,9.048,8.05,2.141,0.644,0.07,0.03,29.9146,46939.8,101.35, 10 Nov 2020, 08:00:00,0
HCEP03730292,11/10/2020 8:15,12.0389,9.028,8.05,2.262,0.683,0.07,0.03,30.0112,47071,101.26, 10 Nov 2020, 08:15:00,0
HCEP03730292,11/10/2020 8:30,12.1876,8.994,8.04,2.104,0.682,0.12,0.05,30.1607,47262.3,101.31, 10 Nov 2020, 08:30:00,0
HCEP03730292,11/10/2020 8:45,11.9776,9.059,8.05,1.889,0.5,0.05,0.01,29.9549,46999.8,101.42, 10 Nov 2020, 08:45:00,0
HCEP03730292,11/10/2020 9:00,11.9428,9.055,8.05,1.735,0.523,0.04,0.01,29.9404,46983.9,101.3, 10 Nov 2020, 09:00:00,0
HCEP03730292,11/10/2020 9:15,11.9641,9.065,8.05,1.966,0.549,0.09,0.03,29.8974,46920.2,101.45, 10 Nov 2020, 09:15:00,0
HCEP03730292,11/10/2020 9:30,11.9483,9.089,8.05,1.878,0.564,0.12,0.05,29.9364,46977.4,101.77, 10 Nov 2020, 09:30:00,0
HCEP03730292,11/10/2020 9:45,11.902,9.047,8.05,1.894,0.554,0.06,0.02,30.0055,47081.6,101.17, 03 Nov 2020, 16:15:00,0
HCEP03730292,11/10/2020 10:00,11.8725,9.027,8.04,1.585,0.506,0.05,0.01,29.9071,46946.4,100.81, 10 Nov 2020, 10:00:00,0
HCEP03730292,11/10/2020 10:15,11.9933,8.977,8.04,1.677,0.48,0.04,0.01,29.844,46840.7,100.46, 10 Nov 2020, 10:15:00,0
HCEP03730292,11/10/2020 10:30,12.129,8.929,8.04,1.798,0.61,0.05,0.02,30.0037,47048.4,100.31, 10 Nov 2020, 10:30:00,0
HCEP03730292,11/10/2020 10:45,12.1137,8.92,8.04,1.892,0.613,0.05,0.01,29.9978,47042,100.18, 10 Nov 2020, 10:45:00,0
HCEP03730292,11/10/2020 11:00,12.2268,8.865,8.03,1.954,0.699,0.04,0.02,30.1651,47263.3,99.89, 10 Nov 2020, 11:00:00,0
HCEP03730292,11/10/2020 11:15,12.2341,8.829,8.03,2.124,0.68,0.06,0.01,30.2225,47343.4,99.56, 10 Nov 2020, 11:15:00,0
HCEP03730292,11/10/2020 11:30,12.2237,8.827,8.03,2.194,0.731,0.05,0.01,30.2575,47394.1,99.53, 10 Nov 2020, 11:30:00,0
HCEP03730292,11/10/2020 11:45,12.2234,8.792,8.03,2.55,0.78,0.09,0.02,30.2594,47396.8,99.17, 10 Nov 2020, 11:45:00,0
HCEP03730292,11/10/2020 12:00,12.27,8.782,8.03,2.553,0.879,0.09,0.02,30.2788,47418,99.12, 10 Nov 2020, 12:00:00,0
HCEP03730292,11/10/2020 12:15,12.2583,8.765,8.02,2.606,0.801,0.08,0.02,30.2326,47354.4,98.89, 03 Nov 2020, 16:30:00,0
HCEP03730292,11/10/2020 12:30,12.2657,8.699,8.02,2.526,0.835,0.07,0.02,30.2525,47381.6,98.18, 10 Nov 2020, 12:30:00,0
HCEP03730292,11/10/2020 12:45,12.2944,8.654,8.02,2.829,0.871,0.09,0.03,30.3116,47461.1,97.75, 10 Nov 2020, 12:45:00,0
HCEP03730292,11/10/2020 13:00,12.3093,8.69,8.02,2.725,0.894,0.06,0.01,30.3193,47470,98.2, 10 Nov 2020, 13:00:00,0
HCEP03730292,11/10/2020 13:15,12.2687,8.65,8.02,2.782,0.841,0.08,0.05,30.265,47398.8,97.63, 10 Nov 2020, 13:15:00,0
HCEP03730292,11/10/2020 13:30,12.2709,8.628,8.02,2.504,0.827,0.06,0.02,30.2463,47372,97.37, 10 Nov 2020, 13:30:00,0
HCEP03730292,11/10/2020 13:45,12.2784,8.721,8.02,2.221,0.761,0.09,0.03,30.2271,47344,98.43, 10 Nov 2020, 13:45:00,0
HCEP03730292,11/10/2020 14:00,12.2978,8.779,8.02,2.098,0.83,0.11,0.04,30.2588,47386.2,99.14, 10 Nov 2020, 14:00:00,0
HCEP03730292,11/10/2020 14:15,12.3385,8.823,8.03,2.242,0.804,0.06,0.02,30.2638,47387.9,99.72, 10 Nov 2020, 14:15:00,0
HCEP03730292,11/10/2020 14:30,12.3677,8.851,8.03,1.856,0.814,0.06,0.02,30.282,47409.7,100.12, 03 Nov 2020, 16:45:00,0
HCEP03730292,11/10/2020 14:45,12.4269,8.873,8.03,1.763,0.747,0.07,0.02,30.236,47337.2,100.46, 10 Nov 2020, 14:45:00,0
HCEP03730292,11/10/2020 15:00,12.4787,8.894,8.04,1.665,0.756,0.06,0.03,30.237,47331.8,100.81, 10 Nov 2020, 15:00:00,0
HCEP03730292,11/10/2020 15:15,12.5416,8.911,8.03,1.609,0.649,0.04,0.01,30.1804,47244,101.1, 10 Nov 2020, 15:15:00,0
HCEP03730292,11/10/2020 15:30,12.5978,8.919,8.03,1.454,0.686,0.07,0.01,30.1948,47257.1,101.31, 10 Nov 2020, 15:30:00,0
HCEP03730292,11/10/2020 15:45,12.6309,8.938,8.04,1.573,0.658,0.08,0.04,30.2168,47283.9,101.62, 10 Nov 2020, 15:45:00,0
HCEP03730292,11/10/2020 16:00,12.6824,8.962,8.04,1.473,0.69,0.03,0.02,30.2213,47283.7,102, 10 Nov 2020, 16:00:00,0
HCEP03730292,11/10/2020 16:15,12.656,8.983,8.04,1.603,0.686,0.05,0.02,30.2763,47364.6,102.23, 10 Nov 2020, 16:15:00,0
HCEP03730292,11/10/2020 16:30,12.6709,9.028,8.05,1.684,0.752,0.05,0.02,30.2728,47357.7,102.76, 10 Nov 2020, 16:30:00,0
HCEP03730292,11/10/2020 16:45,12.7118,9.079,8.05,1.757,0.709,0.05,0.02,30.2688,47347,103.43, 10 Nov 2020, 16:45:00,0
HCEP03730292,11/10/2020 17:00,12.6625,9.113,8.05,1.669,0.777,0.06,0.02,30.2969,47392.8,103.74, 10 Nov 2020, 17:00:00,0
HCEP03730292,11/10/2020 17:15,12.717,9.092,8.05,1.701,0.741,0.05,0.06,30.3213,47420.3,103.62, 10 Nov 2020, 17:15:00,0
HCEP03730292,11/10/2020 17:30,12.6868,9.197,8.06,1.805,0.76,0.05,0.03,30.3682,47490.1,104.8, 10 Nov 2020, 17:30:01,0
HCEP03730292,11/10/2020 17:45,12.7798,9.24,8.06,1.726,0.679,0.03,0.03,30.3097,47396,105.45, 10 Nov 2020, 17:45:00,0
HCEP03730292,11/10/2020 18:00,12.8249,9.22,8.06,1.705,0.718,0.05,0.02,30.3305,47419.8,105.32, 10 Nov 2020, 18:00:00,0
HCEP03730292,11/10/2020 18:15,12.8066,9.2,8.06,1.765,0.663,0.09,0.02,30.3247,47413.9,105.06, 10 Nov 2020, 18:15:00,0
HCEP03730292,11/10/2020 18:30,12.8318,9.231,8.07,1.903,0.701,0.07,0.03,30.323,47408.4,105.46, 10 Nov 2020, 18:30:00,0
HCEP03730292,11/10/2020 18:45,12.8652,9.247,8.07,2.13,0.67,0.07,0.02,30.3269,47409.6,105.72, 10 Nov 2020, 18:45:00,0
HCEP03730292,11/10/2020 19:00,12.8597,9.24,8.07,2.24,0.744,0.09,0.02,30.4091,47526,105.68, 10 Nov 2020, 19:00:00,0
HCEP03730292,11/10/2020 19:15,12.9365,9.231,8.07,2.409,0.724,0.06,0.01,30.4347,47552.6,105.75, 10 Nov 2020, 19:15:00,0
HCEP03730292,11/10/2020 19:30,13.006,9.177,8.07,2.56,0.836,0.1,0.02,30.552,47709,105.36, 10 Nov 2020, 19:30:00,0
HCEP03730292,11/10/2020 19:45,13.0129,9.133,8.07,3.112,0.809,0.07,0.01,30.6673,47870.2,104.96, 10 Nov 2020, 19:45:00,0
HCEP03730292,11/10/2020 20:00,13.0114,9.174,8.07,3.353,0.828,0.09,0.02,30.6646,47866.6,105.42, 10 Nov 2020, 20:00:00,0
HCEP03730292,11/10/2020 20:15,13.0277,9.157,8.07,3.625,0.807,0.07,0.02,30.6944,47906.4,105.3, 10 Nov 2020, 20:15:00,0
HCEP03730292,11/10/2020 20:30,13.0215,9.146,8.07,3.581,0.859,0.07,0.01,30.7292,47956.1,105.18, 10 Nov 2020, 20:30:00,0
HCEP03730292,11/10/2020 20:45,13.0334,9.126,8.07,3.543,0.839,0.06,0.03,30.743,47974.1,104.97, 10 Nov 2020, 20:45:00,0
HCEP03730292,11/10/2020 21:00,13.0334,9.121,8.07,3.316,0.87,0.06,0.02,30.7511,47985.4,104.93, 10 Nov 2020, 21:00:00,0
HCEP03730292,11/10/2020 21:15,13.0406,9.111,8.07,3.409,0.842,0.08,0.02,30.7637,48002.1,104.83, 10 Nov 2020, 21:15:00,0
HCEP03730292,11/10/2020 21:30,13.0519,9.093,8.07,3.403,0.895,0.06,0.01,30.7819,48026.3,104.66, 10 Nov 2020, 21:30:00,0
HCEP03730292,11/10/2020 21:45,13.0015,9.214,8.08,3.025,0.86,0.08,0.03,30.5158,47658.6,105.78, 10 Nov 2020, 21:45:00,0
HCEP03730292,11/10/2020 22:00,12.9401,9.227,8.07,2.975,0.768,0.12,0.01,30.5049,47650.9,105.78, 10 Nov 2020, 22:00:00,0
HCEP03730292,11/10/2020 22:15,12.9159,9.233,8.07,3.104,0.717,0.13,0.02,30.4702,47605.1,105.77, 04 Nov 2020, 05:15:00,0
HCEP03730292,11/10/2020 22:30,12.9291,9.239,8.07,2.98,0.772,0.11,0.01,30.4753,47610.7,105.87, 10 Nov 2020, 22:30:00,0
HCEP03730292,11/10/2020 22:45,12.8603,9.126,8.06,2.778,0.742,0.14,0.01,30.4587,47595.8,104.41, 10 Nov 2020, 22:45:00,0
HCEP03730292,11/10/2020 23:00,12.9644,9.008,8.06,2.776,0.813,0.07,0.02,30.5233,47673.7,103.32, 10 Nov 2020, 23:00:00,0
HCEP03730292,11/10/2020 23:15,13.0056,8.903,8.05,2.797,0.83,0.09,0.02,30.6082,47788,102.27, 10 Nov 2020, 23:15:00,0
HCEP03730292,11/10/2020 23:30,12.9465,8.836,8.04,2.662,0.918,0.08,0.02,30.6581,47865.5,101.41, 10 Nov 2020, 23:30:00,0
HCEP03730292,11/10/2020 23:45,12.9352,8.79,8.04,2.696,0.924,0.07,0.02,30.7012,47927.5,100.89, 10 Nov 2020, 23:45:00,0
HCEP03730292,11/11/2020 0:00,12.9169,8.785,8.04,2.638,0.952,0.08,0.02,30.7111,47943.6,100.79, 11 Nov 2020, 00:00:00,0
HCEP03730292,11/11/2020 0:15,12.9041,8.835,8.05,2.782,0.85,0.13,0.02,30.6938,47920.9,101.33, 11 Nov 2020, 00:15:00,0
HCEP03730292,11/11/2020 0:30,12.9016,8.88,8.05,2.829,0.876,0.16,0.03,30.6836,47906.9,101.83, 11 Nov 2020, 00:30:00,0
HCEP03730292,11/11/2020 0:45,12.8696,8.924,8.05,2.891,0.841,0.13,0.07,30.6561,47872.2,102.25, 11 Nov 2020, 00:45:00,0
HCEP03730292,11/11/2020 1:00,12.8466,8.978,8.06,2.843,0.839,0.1,0.02,30.633,47842.6,102.8, 11 Nov 2020, 01:00:00,0
HCEP03730292,11/11/2020 1:15,12.8544,8.975,8.06,2.941,0.787,0.11,0.02,30.6378,47848.3,102.79, 11 Nov 2020, 01:15:00,0
HCEP03730292,11/11/2020 1:30,12.8546,8.962,8.06,3.082,0.805,0.15,0.02,30.6299,47837.3,102.64, 11 Nov 2020, 01:30:00,0
HCEP03730292,11/11/2020 1:45,12.8593,8.956,8.06,3.278,0.769,0.14,0.02,30.6278,47833.7,102.58, 11 Nov 2020, 01:45:00,0
HCEP03730292,11/11/2020 2:00,12.8583,8.947,8.06,3.161,0.806,0.12,0.02,30.6279,47834,102.47, 04 Nov 2020, 05:45:00,0
HCEP03730292,11/11/2020 2:15,12.8626,8.943,8.06,3.273,0.77,0.15,0.02,30.6339,47841.9,102.43, 11 Nov 2020, 02:15:00,0
HCEP03730292,11/11/2020 2:30,12.839,8.933,8.06,2.812,0.794,0.1,0.02,30.632,47842.2,102.27, 11 Nov 2020, 02:30:00,0
HCEP03730292,11/11/2020 2:45,12.8443,8.895,8.05,2.874,0.775,0.14,0.04,30.6333,47843.3,101.85, 11 Nov 2020, 02:45:00,0
HCEP03730292,11/11/2020 3:00,12.8684,8.892,8.05,2.623,0.834,0.06,0.02,30.6033,47798.2,101.84, 11 Nov 2020, 03:00:00,0
HCEP03730292,11/11/2020 3:15,12.8696,8.853,8.05,2.693,0.793,0.08,0.02,30.6081,47804.8,101.4, 11 Nov 2020, 03:15:00,0
HCEP03730292,11/11/2020 3:30,12.8769,8.859,8.05,2.628,0.824,0.08,0.02,30.5861,47772.9,101.47, 11 Nov 2020, 03:30:00,0
HCEP03730292,11/11/2020 3:45,12.8618,8.865,8.05,2.646,0.771,0.08,0.03,30.5397,47709.6,101.48, 11 Nov 2020, 03:45:00,0
HCEP03730292,11/11/2020 4:00,12.869,8.85,8.04,2.602,0.808,0.08,0.04,30.5478,47720.1,101.33, 11 Nov 2020, 04:00:00,0
HCEP03730292,11/11/2020 4:15,12.8745,8.853,8.04,2.741,0.781,0.08,0.03,30.5726,47754.3,101.39, 11 Nov 2020, 04:15:00,0
HCEP03730292,11/11/2020 4:30,12.8772,8.843,8.04,2.758,0.815,0.1,0.02,30.5833,47769,101.29, 11 Nov 2020, 04:30:00,0
HCEP03730292,11/11/2020 4:45,12.8799,8.854,8.05,2.881,0.753,0.09,0.02,30.5768,47759.4,101.41, 11 Nov 2020, 04:45:00,0
HCEP03730292,11/11/2020 5:00,12.8747,8.894,8.05,2.856,0.792,0.06,0.03,30.5697,47750,101.86, 11 Nov 2020, 05:00:00,0
HCEP03730292,11/11/2020 5:15,12.8641,8.913,8.05,2.884,0.747,0.13,0.08,30.5679,47748.8,102.05, 11 Nov 2020, 05:15:00,0
HCEP03730292,11/11/2020 5:30,12.8568,8.899,8.05,2.823,0.773,0.08,0.01,30.5731,47757.1,101.89, 11 Nov 2020, 05:30:00,0
HCEP03730292,11/11/2020 5:45,12.8679,8.877,8.05,2.801,0.747,0.08,0.01,30.5661,47745.9,101.65, 11 Nov 2020, 05:45:00,0
HCEP03730292,11/11/2020 6:00,12.8707,8.872,8.05,2.635,0.792,0.07,0.03,30.5707,47752.1,101.6, 11 Nov 2020, 06:00:00,0
HCEP03730292,11/11/2020 6:15,12.8723,8.88,8.05,2.774,0.737,0.06,0.03,30.5564,47731.7,101.68, 11 Nov 2020, 06:15:00,0
HCEP03730292,11/11/2020 6:30,12.8821,8.911,8.05,2.86,0.778,0.1,0.03,30.5629,47739.6,102.07, 11 Nov 2020, 06:30:00,0
HCEP03730292,11/11/2020 6:45,12.8715,8.897,8.05,2.831,0.746,0.07,0.02,30.5965,47788.2,101.91, 11 Nov 2020, 06:45:00,0
HCEP03730292,11/11/2020 7:00,12.8955,8.885,8.05,2.94,0.791,0.07,0.03,30.6232,47822.7,101.84, 11 Nov 2020, 07:00:00,0
HCEP03730292,11/11/2020 7:15,12.9152,8.859,8.05,2.744,0.762,0.06,0.08,30.634,47835.5,101.59, 11 Nov 2020, 07:15:00,0
HCEP03730292,11/11/2020 7:30,12.9419,8.824,8.05,2.623,0.832,0.07,0.06,30.7136,47944,101.29, 11 Nov 2020, 07:30:00,0
HCEP03730292,11/11/2020 7:45,12.96,8.7,8.04,2.842,0.839,0.07,0.02,30.8259,48099.5,99.97, 11 Nov 2020, 07:45:00,0
HCEP03730292,11/11/2020 8:00,12.9648,8.669,8.04,2.691,0.863,0.07,0.03,30.8326,48108.3,99.64, 11 Nov 2020, 08:00:00,0
HCEP03730292,11/11/2020 8:15,12.967,8.672,8.04,2.824,0.807,0.07,0.02,30.8583,48144.1,99.69, 11 Nov 2020, 08:15:00,0
HCEP03730292,11/11/2020 8:30,12.9601,8.661,8.04,2.768,0.861,0.1,0.03,30.8882,48186.9,99.57, 11 Nov 2020, 08:30:00,0
HCEP03730292,11/11/2020 8:45,12.9596,8.639,8.04,2.836,0.822,0.09,0.03,30.9075,48214.1,99.33, 11 Nov 2020, 08:45:00,0
HCEP03730292,11/11/2020 9:00,12.96,8.641,8.04,2.766,0.879,0.07,0.02,30.9299,48245.5,99.37, 11 Nov 2020, 09:00:00,0
HCEP03730292,11/11/2020 9:15,12.9517,8.549,8.03,2.823,0.88,0.07,0.02,30.9541,48280.5,98.3, 11 Nov 2020, 09:15:00,0
HCEP03730292,11/11/2020 9:30,12.9582,8.508,8.03,2.823,0.94,0.13,0.06,30.9497,48273.5,97.85, 11 Nov 2020, 09:30:00,0
HCEP03730292,11/11/2020 9:45,12.9505,8.524,8.03,2.875,0.89,0.09,0.03,30.9073,48214.9,97.99, 11 Nov 2020, 09:45:00,0
HCEP03730292,11/11/2020 10:00,12.9401,8.634,8.04,2.538,0.873,0.09,0.02,30.7795,48036.9,99.14, 11 Nov 2020, 10:00:00,0
HCEP03730292,11/11/2020 10:15,12.9003,8.743,8.04,2.94,0.79,0.07,0.02,30.6737,47893.2,100.25, 11 Nov 2020, 10:15:00,0
HCEP03730292,11/11/2020 10:30,12.8733,8.726,8.04,2.742,0.898,0.08,0.02,30.6691,47890,100, 11 Nov 2020, 10:30:00,0
HCEP03730292,11/11/2020 10:45,12.8621,8.677,8.03,2.417,0.84,0.09,0.03,30.6793,47905.8,99.42, 11 Nov 2020, 10:45:00,0
HCEP03730292,11/11/2020 11:00,12.9655,8.647,8.03,2.498,0.809,0.07,0.02,30.632,47826.4,99.25, 11 Nov 2020, 11:00:00,0
HCEP03730292,11/11/2020 11:15,12.929,8.662,8.03,2.865,0.807,0.07,0.02,30.6262,47822.9,99.36, 11 Nov 2020, 11:15:00,0
HCEP03730292,11/11/2020 11:30,12.8714,8.567,8.02,2.911,0.939,0.09,0.02,30.6949,47926.5,98.19, 04 Nov 2020, 07:00:00,0
HCEP03730292,11/11/2020 11:45,12.8572,8.538,8.02,2.728,0.931,0.08,0.02,30.7407,47992.7,97.86, 11 Nov 2020, 11:45:00,0
HCEP03730292,11/11/2020 12:00,12.888,8.572,8.03,3.039,1.031,0.07,0.02,30.7662,48024.6,98.32, 11 Nov 2020, 12:00:00,0
